isbn,similar_books
0060514930,"0385337132,0440237033,0060514957,1575668793,0671036556,0399149309,0345456521,0066214718,0892967803,0786865644"
0060514949,"0446605980,0373835116,0380811790,0312923856,0060508183,0505524384,1551666693,0061009881,1551669358,0553571737"
0060514957,"0440237033,0385337132,1575668793,0380819171,0345456521,0380977311,0892967803,0066214718,0316154601,0670030457"
0060516283,"0446524999,0394701577,0684873893,0385315082,0767901592,0375410287,0156000024,0060185074,0061059900,0671882368"
0060517212,"0312983484,0312978723,0373226780,0060548215,0007106572,0505525038,050552497X,0380819651,0451207475,0312981848"
0060517611,"0380819732,0312982623,0778320219,0380811081,077832012X,0451212169,0425191230,0312989202,037380203X,0373441754"
0060517794,"068484270X,0743489063,0679416730,0965036022,0679414614,0821769251,0671748092,0451200861,0394854438,0380729768"
0060519134,"044661176X,0060933429,0451410904,0425156028,0061044539,3803112133,3764501782,031298376X,0312979649,0486424634"
0060520507,"0671724851,037325038X,0758205686,0060195827,0060090383,0312981961,0385335210,0373250630,0380817683,0060086246"
0060521848,"0373290284,0451209850,0609600664,0671042467,0671042440,0671042475,0440228433,0671042459,0061020362,0393324826"
0060521856,"950491036X,8845205118,8817125539,8807813025,8806143042,8495618605,849550152X,8495501198,8495501090,8495359537"
0060522275,"0843950900,0446353256,0380788756,0060558199,0765343436,0743469844,0345425707,0425177173,0743418174,0671027360"
0060525010,"0373226780,0007106572,0380762978,0425190749,0312983484,0821768441,1573227161,0312978723,0440225078,0553565370"
006052510X,"0445408553,0440227704,0316058211,0590447319,0394758277,0590819755,0553278193,0140280243,0751519782,0345328396"
0060525460,"0399147330,0312977301,0425195244,1551666588,0449004864,0553584219,0505524848,0843952083,0743419162,0380818965"
0060527048,"0451410904,0312313829,0785271708,0671799371,0060589272,155166741X,0671556843,0684854848,0373835795,0440234581"
0060528370,"0671894412,1860463312,0393301583,0385336780,0345383044,0380010003,0140449132,0553562835,0440218926,0374480095"
0060529466,"0399147330,0312977301,0505524848,0505525224,0553584219,0060529466,1551666588,0380818965,0345464982,0449004864"
0060529709,"0385315082,0345452003,0385491115,0380709902,0553263579,0156011603,0804108862,0330345605,0743457900,0440224608"
0060530421,"0451458559,1551666588,0743419162,0345464982,0553584219,0380818965,0843952083,0060529466,0312977301,0399147330"
0060531231,"0060092645,038082079X,0380813017,0804119708,0380819732,044022389X,0312983751,0505524457,038082082X,0778320111"
0060532149,"0671750127,0451128559,0060509406,0446690155,0312308922,1551664364,0312287682,0330282565,0440122961,3498016709"
0060534044,"0064405788,0312926057,1551665778,0446604682,0312956126,055357874X,0515117153,0671887963,0778320022,0380722615"
006053429X,"0373708122,0061008109,0060925493,158234146X,0375415475,0439510112,1401300596,0375421815,0764222511,0743245733"
006053821X,"0380818965,0505525224,0843952083,0060529466,0553584219,0505524848,0312977301,0425195244,0449004864,0743419162"
0060539860,"1551668343,0451197127,0061094560,0804104530,0786016418,0345396685,0451207335,0446364819,0380704161,0515134120"
0060540753,"0679739793,0373262485,0679833692,0849937809,0804108889,0517577550,0811831620,0671632663,0553250728,0425095576"
0060542128,"0451410912,0373226985,0821771183,0505525305,0380819171,0440234727,0380817411,0373289936,0505523493,1551666685"
0060542845,"1573222089,0451206444,0671735934,0553576437,0373250398,0373832451,0441007090,0671456857,0380731207,0440507162"
0060544260,"0451194586,0399138161,0425158608,0812507738,0590453866,0380896419,0425146383,0671637185,0425162397,0553576550"
0060548215,"0312983484,0505525038,0451207475,0380819651,0425191230,0312978723,0380819732,0060517212,0451210727,0373226780"
0060548258,"0394800303,3492225926,0425156028,0061044539,3803112133,0486424634,0440122961,0345311779,031298376X,0330282565"
0060549270,"0451411137,0380819732,0505525356,0425192768,0312982623,0778320219,0505525062,0425195244,0505525224,0843952083"
0060557257,"0553375067,038097584X,0684841363,0446528382,0786868414,0440214432,0698116844,0553574957,0440224578,0743403452"
0060557540,"0553211412,0425098400,0440225043,0743448189,0140275010,0156008661,0525947671,0553211374,1573221465,0060931221"
0060557818,"0451194586,0399138161,0345384903,0425158608,0812507738,0590453866,0884042693,0871139081,0380896419,0425146383"
0060558121,"0871139081,0786814934,0679418733,055321263X,0440228433,0618004076,067086014X,006096975X,0446613665,0374529035"
0060558199,"0446608114,0804108889,0671632663,0553250728,0679407111,069401236X,0307010856,0449218422,0394179692,0425070190"
0060558865,"0449219283,0679419810,0786016124,0590474804,0590457403,0440207290,0061012882,0684867982,0439510112,0312281250"
0060559128,"0425161633,037570731X,0385319851,0399149368,0871139081,0156007193,155166545X,0618219153,0553379534,0943233828"
0060560118,"0380731983,1400051452,042507160X,0345325818,0385474016,0743418174,8495359537,8483101610,8478886451,8478884955"
0060560754,"0425195139,0743419162,0380818965,0449004864,0425195244,0312977301,0399147330,0843952083,0345464982,1551666588"
0060562080,"0380762978,0451130987,0553565370,0440202493,038080722X,0553573608,0446613665,0451200535,0525947345,0425184056"
0060562250,"0064408647,0812576071,0765345889,0743489063,0425178854,0064407691,0064408639,0394854438,0786814934,0440204739"
0060562773,"0345391330,0380803682,0345408039,0373250479,0553104136,0671019414,0373262485,0373250142,0553581066,0380805421"
0060563079,"0140390839,0736421718,0804105995,0140324623,0451458621,0553585495,0743403479,0743259823,0425190374,0440484839"
006056668X,"014200023X,0679873937,059043389X,0679813438,0553214187,0451078721,0061030996,0671244221,0060972920,0553211765"
0060569662,"0452281768,0525945253,0385491077,0345433017,0062507249,0933944047,0330330276,0140186425,0312243359,0062502174"
0060571314,"1551665964,0553142607,0060294671,0060502177,0671521446,044022389X,0440234719,0590457403,0821766392,0373835795"
0060572965,"0671036556,1551666588,0312977301,0425195244,0505524848,0743419162,0553584219,0345464982,0449004864,0380818965"
0060577487,"055358619X,1551667290,0380819600,0553587064,0399147330,0345464982,1551666588,0060529466,0449004864,0743419162"
0060578955,"1551666588,0843952083,0399147330,0743419162,0449004864,0345464982,0425195244,0380818965,0553584219,0060529466"
0060580275,"0399147330,0312977301,0553584219,1551666588,0449004864,0505525224,0743419162,0843952083,0345464982,0060529466"
0060582553,"0553213385,0553260197,0449131904,0440153166,0451204514,0425083896,0812574966,0151009988,0312968973,0394521110"
0060584750,"1578562325,0679883568,0451202252,0399140204,0440171970,0062500260,0140187758,0671439162,0451410386,0451411013"
0060586605,"0312977301,0399147330,1551666588,0449004864,0060529466,0843952083,0425195244,0380818965,0505524848,0505525224"
0060589272,"0312313829,0785271708,0060527048,0684854848,0688117619,1557482640,0451410904,037371128X,0553576348,0446527750"
006059537X,"0609802011,0425114511,0743456653,0684867486,0316085251,0345386574,0061096962,0451203267,0451125509,0684848066"
0060617519,"0380788691,0812541626,0449207331,0385317018,0312970234,0375803483,0385495641,0375420827,038549744X,0743237196"
0060652926,"0767903196,0767912918,0767903625,0375507493,0399150838,0345427637,0684810387,0517595745,0684854422,0140131566"
0060652934,"0684849216,0886779227,0553380168,0380786699,0312966393,0812504321,0836204255,0880381736,0880387769,0064473023"
0060675187,"0345394380,0395578213,0380731207,0060919833,0451410106,0931580781,038081563X,0345274563,0440432952,0140178406"
0060730552,"3462032208,3492225926,0449004503,0373028768,0449147657,0446613150,0425156028,0440122961,044021808X,0061044539"
0060738197,"0300048599,0812508327,0449150178,0140049401,0140124454,0312961006,0590566458,044661100X,0380751925,0312156960"
0060740450,"0151010633,0440961327,0743489063,0300048599,0446607401,0064403823,0440409233,0590371258,0380709244,0590213113"
0060801115,"0425095576,0446524131,0373511876,0515134120,0394848365,1551665182,1572971835,0064400204,068485029X,059056885X"
0060801263,"1551663058,0380811812,089480619X,0674445449,0864425295,0553210599,1853261912,0060931280,0060391901,0425167135"
0060806982,"0394755235,0449911683,0345318056,0671004271,0449220893,0932592007,0679745688,0380709120,0140186832,0061044571"
0060807792,"0312974485,0679739793,3492225926,3548256740,3498016709,0312961308,0449147657,0151885338,0061044539,0425156028"
0060808934,"0553562703,0440209358,0394543963,0679428887,0553213342,074592803X,0865470545,006017773X,0688094082,0449131793"
0060809248,"0061008117,0812571789,0385299087,0671416359,0446353728,0684849046,0385299095,0425100057,0425109240,042518109X"
0060809736,"3498016709,3764501782,3492225926,0449147657,0449004503,031298376X,3803112133,0446613150,0061044539,0312979649"
0060809779,"0060812508,014039012X,0440330076,0525945121,006097673X,1573220221,1592865089,0441810764,1590520858,0451526058"
0060809833,"0553213385,0345340906,0880385979,0345300998,0425156028,3462032208,3764501782,0440122961,0151885338,0446613150"
0060812494,"0451200861,0449216411,0451127897,0553379658,0679759336,0679740244,1563890410,1563899809,1563890895,0385499825"
0060812508,"0380711044,0060809779,0553213113,0140075577,0671643703,0679728228,0060920076,0679735259,074320395X,0671899333"
0060830956,"0393000567,0590996835,1573220221,0441374239,0140045295,0872860175,0425104273,0671017152,0060912529,0142001619"
0060900075,"080410591X,0425129632,067978148X,0446302066,0684804522,0140088946,0345345738,3822860867,0451078721,0425139808"
0060901012,"0140083871,0449243583,0140390847,067972267X,0345332636,0451133129,034531607X,0553346148,0679746692,0374386137"
0060907002,"0345310020,0156949601,0553562835,0805060200,1401201369,0446528382,2253003107,0385497520,006100717X,0140119906"
0060912529,"0553575244,0061041998,0380899361,0345340418,0380802937,0380807939,0451187741,0449230694,0140062718,0743480716"
006091291X,"0380811979,0451406869,0671731661,0061030201,0553575252,042517428X,0394575741,0553287397,0380791021,0449219089"
0060913061,"0451523261,0671567713,0452281229,0061092622,0060931396,0802130119,067172052X,0886774691,0743457463,0553210351"
006091307X,"0440402913,0425060772,0374109990,042510429X,0312146310,0679457550,0684827107,0140071075,0385260075,0684863588"
0060913509,"0679444920,0590471570,0312965788,0553212184,0743201647,0671708430,0553238132,067176991X,0786860987,0451177010"
0060913983,"0380718421,0590414275,0312243359,0934211477,0684196387,0395083656,0688172377,0345456521,1585422118,0061000078"
0060914653,"044636214X,0517565188,0679723420,0679749845,0671465341,0590458981,0446613150,3492225926,3764501782,0486424634"
0060915153,"0446601934,0517595745,0380709120,0140179518,0373028768,0449004503,0345374797,3462032208,3803112133,0446613150"
0060915188,"0394755235,0449911683,0060806982,0449220893,0140186832,0061044571,1551665891,0679732268,0671897071,067003116X"
0060915455,"950491036X,8845205118,8817125539,8807813025,8806143042,8495618605,849550152X,8495501198,8495501090,8495359537"
0060915544,"0060921145,0060922532,0890876789,0425050017,067166641X,0156997789,0140177361,0060168013,0786860987,0590442643"
006091565X,"0451197860,0373764677,0373272243,0373272308,0373835817,0446328731,0345332687,0373441614,0451185978,0399149635"
0060916338,"0345359941,0140176640,1559703237,068483846X,0399143718,0679767924,0395404258,0385267134,0864425295,0684195569"
006091646X,"0345272552,0380729865,0060163704,0060929952,0312963130,0440206529,067164159X,0449206874,0380713284,0671619373"
0060916508,"080505104X,0060972122,0671884298,0140186425,0156907380,0671632663,0553250728,0679407111,0515117153,0684826801"
0060917016,"0380731398,031242258X,0312969228,067978120X,1552780724,0679740244,042518336X,1401039081,0380788683,0066209773"
0060919655,"1853260398,0156005778,0061097357,0399149635,0679445226,0684859475,0300046014,0892966548,015694877X,0399238794"
0060919833,"0345394380,0380731207,0451410106,0931580781,038081563X,0345274563,0440432952,0517592576,0140178406,0345327772"
0060919884,"0156907380,0394741188,055321246X,0060953020,015640057X,0517595745,0451411277,0452274664,0679724257,0684854422"
0060920076,"0380711044,0805061835,0553213113,0140075577,0671643703,0679728228,0060812508,0679735259,0345409051,074320395X"
0060920084,"0385310161,0425176088,0066211662,042512343X,0140244883,0440122961,044021808X,3498016709,3548256740,3492225926"
0060920475,"3492225926,3498016709,3803112133,3462032208,0061044539,0425156028,0449147657,0373028768,0446613150,044021808X"
0060921056,"0393301583,0553275860,0316769495,0140390448,0345383044,0486270696,0380010003,0140449132,0385294166,0060931671"
0060921145,"0060915544,0060922532,0061008109,0679753338,0385420137,0553290614,0440215234,0671649728,0618334661,0553562703"
0060922249,"0060925752,0671502549,0812534417,0156445441,0060156732,0062507249,0684857340,0062508342,0688089291,0373224427"
0060922532,"0345362667,0425050017,042510429X,0679756760,0553289063,0805055908,0804108889,0440402913,0061008109,0440931800"
0060923245,"0440402913,0425060772,0374109990,1841954225,006091307X,042510429X,0156364654,1853260320,0486275639,059043280X"
0060923288,"0451199650,1558747966,0060186526,0671536613,0671722794,0671502689,0609610996,0451139755,0743259823,0553240749"
0060923415,"0451194721,0395585643,0684841363,0486272842,0380721457,0380842939,0449207757,0517576988,0395353009,0449214931"
006092411X,"0670887579,0679767924,0385267134,0864425295,0394717406,0345332636,0380709902,0060972009,0140230270,0802150616"
0060924349,"0380896850,0380898357,0553107755,0380841940,0380872218,0842365826,0679776591,0684854759,0452264790,0385491808"
0060924640,"0345329821,0060176164,0380718367,0345346491,0684850311,0385319444,0671686151,0671002783,0345434773,0679723692"
0060924799,"0515117153,0345309049,0394865707,0446610879,0394744543,0440173507,0140130209,0449148718,067972267X,0449909549"
0060924837,"0679739793,0679833692,0060924845,0425156842,0002251760,0553213806,0937611018,0385264666,0345419081,0679736395"
0060924845,"044098324X,0394865707,0679739793,0446603066,0679833692,0141301147,0425156842,0671545256,0671003739,0060924837"
0060924926,"0385335164,0345391330,0380803682,0060964049,0345408039,0553104136,0060562773,0671019414,0373262485,0345419081"
0060924985,"0898157803,0380725398,0312964528,1573222518,0312254997,0312156960,0609801279,0679757899,0140291806,055357535X"
0060925000,"0671520962,0312155859,0671880454,1853262374,038071082X,0380710846,0752843303,0671748084,0380710838,0446342106"
0060925493,"0553290614,158234146X,0375415475,1573227889,1573222038,0140177361,0152047379,0375701524,0449911217,0671001167"
0060925752,"0156005778,0060922249,0399149635,0679445226,0684859475,0062508342,0060919655,0892966548,0140440585,0061097357"
0060926201,"068484270X,0679416730,0965036022,0679414614,0671748092,0385318782,0380729768,0451184149,0385314256,0345386574"
