user_id,location,age,age_group,cluster_id,collaborative_cluster_recommendation,demographic_recommendation,geographic_recommendation
277928,"grand rapids, michigan, usa",45.0,Middle-aged,3,"['0020427859', '0020518706', '0060007788', '0060198702', '0060263857', '0060578955', '0060675187', '006091646X', '0060917016', '0060925000']","['0971880107', '0316666343', '0385504209', '0142001740', '0671027360', '0060928336', '0786868716', '0440214041', '0312195516', '0446672211']","['0060930535', '0062515845', '0064404242', '0064409422', '006447187X', '0140067477', '0140314601', '0375703055', '0375727345', '0395645662']"
277929,"winnipeg, manitoba, canada",34.0,Young Adult,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0064440044', '0064440508', '0064461629', '0066238501', '0140430113', '0312925883', '0345313755', '0345335406', '0345425294', '0345453743']"
277937,"hemet, california, usa",40.0,Middle-aged,10,"['0020449313', '0060256737', '0060294671', '0060391839', '0060921056', '0060976977', '0061053716', '0061097667', '0062508113', '0064400085']","['0971880107', '0316666343', '0385504209', '0142001740', '0671027360', '0060928336', '0786868716', '0440214041', '0312195516', '0446672211']","['0316777730', '0553274325', '0060934417', '015670160X', '0316168815', '0452283205', '0679729461', '0743203631', '0743237188', '1558745017']"
277938,"altoona, iowa, usa",63.0,Senior,0,"['006018552X', '0060185708', '0060193611', '0060198303', '0060256672', '0060508302', '0060531231', '0060801263', '0060809248', '006092411X']","['0971880107', '0385504209', '0316666343', '044023722X', '0671027360', '0440234743', '0446607657', '0385510438', '1400031354', '1400034779']","['038549128X', '0671003755', '1551666839', '0064471047', '0316096199', '0345414462', '059035342X', '0743437802', '0312963009', '0345443284']"
277945,"webster groves, missouri, usa",,Unknown,3,"['0020427859', '0020518706', '0060007788', '0060198702', '0060263857', '0060578955', '0060675187', '006091646X', '0060917016', '0060925000']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0446530522', '0451203771', '0515137111', '0399147284', '0446610550', '0515121843', '051512317X', '0515124214', '0515134384', '0515136263']"
277954,"philadelphia, pennsylvania, usa",30.0,Young Adult,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0061091316', '0156006219', '019282760X', '0312202318', '0312979533', '0316602906', '0316779237', '0345452534', '0375400117', '0375406182']"
277959,"st. joseph, michigan, usa",28.0,Young Adult,25,"['0020442203', '0020532105', '0060508302', '0060932171', '0060953020', '0060976241', '0060977477', '0060989238', '0061057649', '0061094595']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0743204697', '0156027321', '0553802542', '1551668904', '0446529788', '0767905385', '0684855631']"
277962,"victoria, british columbia, canada",,Unknown,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['156341029X', '0062502182', '0066238501', '014004387X', '0140094385', '014044100X', '0312243022', '0312966555', '0345314255', '0345413369']"
277965,"chula vista, california, usa",,Unknown,12,"['0020449313', '0060807792', '006091646X', '0060930187', '0060931671', '006096975X', '0060973617', '0061092819', '0062502174', '0062515845']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['039480001X', '0345447867', '0374190666', '037582345X', '0385475713', '0385484518', '0440998050', '0446310786', '0451203771', '0553277537']"
277982,"denver, colorado, usa",,Unknown,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0060392452', '0060924926', '0060938455', '0140022651', '0316107093', '0316107298', '0345317580', '0345325818', '0345339681', '0345339703']"
277984,"hutchinson, minnesota, usa",,Unknown,3,"['0020427859', '0020518706', '0060007788', '0060198702', '0060263857', '0060578955', '0060675187', '006091646X', '0060917016', '0060925000']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0345386108', '0446611778', '0515087491', '0515101486', '0515104175', '0345384369', '0345407288', '0425153975', '0440206154', '0446603589']"
278002,"cartersville, georgia, usa",,Unknown,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0380789035', '0425179885', '0553576925', '0553579606', '074343627X', '038081093X', '0446667900', '0451410130', '0440235081', '0812541642']"
278007,"macomb, illinois, usa",30.0,Young Adult,24,"['0060173289', '0060185074', '0060256737', '0060392991', '0060512822', '0060809779', '0060812508', '0060923288', '0060924799', '0060924845']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['034543479X', '0374480095', '0804115761', '0316601950', '0446670251', '0821766570', '0060928336', '0446364495']"
278019,"chateauguay, quebec, canada",37.0,Middle-aged,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0142001740', '0671027360', '0060928336', '0786868716', '0440214041', '0312195516', '0446672211']","['0671002384', '0446610038', '0743203631']"
278026,"east orange, new jersey, usa",56.0,Senior,18,"['0020868308', '006017773X', '0060188731', '0060508302', '0060512822', '0060514930', '0060557257', '0060916508', '0060924845', '0060932813']","['0971880107', '0385504209', '0316666343', '044023722X', '0671027360', '0440234743', '0446607657', '0385510438', '1400031354', '1400034779']","['0060572965', '038533558X', '0061009059', '0061031410', '0061094129', '0312983433', '0345440064', '0380820889', '0440221048', '0446527041']"
278044,"yaphank, new york, usa",,Unknown,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0061092800', '0553564528', '0312971362', '0345441133', '0451204948']"
278064,"walsall, west midlands, united kingdom",54.0,Middle-aged,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0142001740', '0671027360', '0060928336', '0786868716', '0440214041', '0312195516', '0446672211']","['0725107251', '0751519782']"
278100,"parma, ohio, usa",50.0,Middle-aged,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0142001740', '0671027360', '0060928336', '0786868716', '0440214041', '0312195516', '0446672211']","['0312203039', '0345342968', '0312265840', '0312983867', '0385333846', '0425144062', '0425192938', '0451160916', '0812550706', '0743236742']"
278137,"san antonio, texas, usa",27.0,Young Adult,19,"['0060830956', '0060916508', '0060929790', '0060932139', '0060965819', '006097673X', '0061000175', '0064400557', '0064407667', '0140050000']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0440214041', '0060199652', '0060391626', '0060392991', '0060921056', '0064400050', '0064401871', '0140042520', '0140177396', '0140250913']"
278144,"storm lake, iowa, usa",48.0,Middle-aged,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0142001740', '0671027360', '0060928336', '0786868716', '0440214041', '0312195516', '0446672211']","['0373218192', '0515135062', '0553265741', '0553285785', '0553579312', '0064400018', '0345339681', '0345339703', '0345339711', '0440222656']"
278188,"lake george, new york, usa",34.0,Young Adult,10,"['0020449313', '0060256737', '0060294671', '0060391839', '0060921056', '0060976977', '0061053716', '0061097667', '0062508113', '0064400085']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0440223571', '0440225701', '0446603589', '0778320022', '1551664992', '0156005891', '044022103X', '0515124621', '0778320065', '0778320286']"
278194,"aptos, california, usa",,Unknown,10,"['0020449313', '0060256737', '0060294671', '0060391839', '0060921056', '0060976977', '0061053716', '0061097667', '0062508113', '0064400085']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0020532105', '0380002930', '0439064864', '0439139600', '043935806X', '0590353403', '0345423135', '0440212723', '0679723110', '0688177859']"
278202,"coral springs, florida, usa",,Unknown,3,"['0020427859', '0020518706', '0060007788', '0060198702', '0060263857', '0060578955', '0060675187', '006091646X', '0060917016', '0060925000']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0385334710', '0671510126', '068484267X', '074343627X', '0385319568', '067976402X', '0743237188', '0446527130', '0743206029', '0345441265']"
278218,"canberra, australian capital territory, australia",37.0,Middle-aged,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0142001740', '0671027360', '0060928336', '0786868716', '0440214041', '0312195516', '0446672211']","['0142437174', '0349101779', '0140094296', '0140430725', '0330300822', '0451166892', '0880299185', '0316776963', '0385504209', '0385507593']"
278221,"oshawa, ontario, canada",32.0,Young Adult,19,"['0060830956', '0060916508', '0060929790', '0060932139', '0060965819', '006097673X', '0061000175', '0064400557', '0064407667', '0140050000']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0060502258', '0345350499', '0385504209', '0440206154', '0882893327', '1556612257', '0440212561', '0553582755', '0804106304', '1556611188']"
278255,"robesonia, pennsylvania, usa",34.0,Young Adult,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0385504209', '0060928336', '0345337662', '0312195516', '059035342X', '044021145X', '0671027360', '0440211727']","['0440241162', '0061093327', '0515114006', '1878424319']"
278257,"new orleans, louisiana, usa",41.0,Middle-aged,3,"['0020427859', '0020518706', '0060007788', '0060198702', '0060263857', '0060578955', '0060675187', '006091646X', '0060917016', '0060925000']","['0971880107', '0316666343', '0385504209', '0142001740', '0671027360', '0060928336', '0786868716', '0440214041', '0312195516', '0446672211']","['006000438X', '0060517794', '0060930187', '006093090X', '0064401774', '0140042598', '0140070206', '0140244824', '0140268863', '015600710X']"
278314,"norfolk, virginia, usa",,Unknown,8,"['0060191538', '0060195622', '0060584750', '0060976624', '0064408183', '0140012133', '0140440038', '0156006391', '0312099045', '0312241224']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0020442300', '0060175400', '0061012513', '0345333756', '0345336615', '0345389425', '0345413873', '0345413903', '0345417623', '0375400117']"
278342,"st. john`s, newfoundland, canada",,Unknown,10,"['0020449313', '0060256737', '0060294671', '0060391839', '0060921056', '0060976977', '0061053716', '0061097667', '0062508113', '0064400085']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0439050006', '0142001740', '0345313860', '0345325818', '0375826688', '0452282152', '0671004107', '0684863472', '0743227441', '0812551478']"
278346,"palmdale, california, usa",,Unknown,3,"['0020427859', '0020518706', '0060007788', '0060198702', '0060263857', '0060578955', '0060675187', '006091646X', '0060917016', '0060925000']","['0971880107', '0316666343', '0312195516', '0385504209', '044023722X', '067976402X', '0060928336', '0142001740', '0452282152', '0446672211']","['0515136530', '1575669072', '0060508302', '0066214122', '0140444173', '0380819201', '0439139600', '0440213282', '0446364312', '050552113X']"
